floor,process,trade,remaining_quantity,productivity,task_status,trade_status,day_number
1,Pipes in the wall,Plumbing,0,37,completed,busy,98
1,Wall tiling,Tiling,0,27,completed,busy,98
1,Electric conduits in the floor,Electricity,0,51,completed,available,99
1,Electric conduits in the wall,Electricity,0,41,completed,available,99
1,Floor tiling,Tiling,0,62,completed,busy,99
1,Gravel base layer,Gravel,0,34,completed,available,99
1,Partition phase 1,Partition,0,55,completed,busy,99
1,Partition phase 2,Partition,0,51,completed,busy,99
1,Partition phase 3,Partition,0,32,completed,busy,99
1,Pipes in the floor,Plumbing,0,69,completed,busy,99
1,Pipes in the wall,Plumbing,0,37,completed,busy,99
1,Wall tiling,Tiling,0,27,completed,busy,99
1,Electric conduits in the floor,Electricity,0,51,completed,available,100
1,Electric conduits in the wall,Electricity,0,41,completed,available,100
1,Floor tiling,Tiling,0,62,completed,busy,100
1,Gravel base layer,Gravel,0,34,completed,available,100
1,Partition phase 1,Partition,0,55,completed,busy,100
1,Partition phase 2,Partition,0,51,completed,busy,100
1,Partition phase 3,Partition,0,32,completed,busy,100
1,Pipes in the floor,Plumbing,0,69,completed,busy,100
1,Pipes in the wall,Plumbing,0,37,completed,busy,100
1,Wall tiling,Tiling,0,27,completed,busy,100
1,Electric conduits in the floor,Electricity,0,51,completed,available,101
1,Electric conduits in the wall,Electricity,0,41,completed,available,101
1,Floor tiling,Tiling,0,62,completed,available,101
1,Gravel base layer,Gravel,0,34,completed,available,101
1,Partition phase 1,Partition,0,55,completed,busy,101
1,Partition phase 2,Partition,0,51,completed,busy,101
1,Partition phase 3,Partition,0,32,completed,busy,101
1,Pipes in the floor,Plumbing,0,69,completed,busy,101
1,Pipes in the wall,Plumbing,0,37,completed,busy,101
1,Wall tiling,Tiling,0,27,completed,available,101
1,Electric conduits in the floor,Electricity,0,51,completed,available,102
1,Electric conduits in the wall,Electricity,0,41,completed,available,102
1,Floor tiling,Tiling,0,62,completed,available,102
1,Gravel base layer,Gravel,0,34,completed,available,102
1,Partition phase 1,Partition,0,55,completed,busy,102
1,Partition phase 2,Partition,0,51,completed,busy,102
1,Partition phase 3,Partition,0,32,completed,busy,102
1,Pipes in the floor,Plumbing,0,69,completed,available,102
1,Pipes in the wall,Plumbing,0,37,completed,available,102
1,Wall tiling,Tiling,0,27,completed,available,102
1,Electric conduits in the floor,Electricity,0,51,completed,available,103
1,Electric conduits in the wall,Electricity,0,41,completed,available,103
1,Floor tiling,Tiling,0,62,completed,busy,103
1,Gravel base layer,Gravel,0,34,completed,available,103
1,Partition phase 1,Partition,0,55,completed,busy,103
1,Partition phase 2,Partition,0,51,completed,busy,103
1,Partition phase 3,Partition,0,32,completed,busy,103
1,Pipes in the floor,Plumbing,0,69,completed,available,103
1,Pipes in the wall,Plumbing,0,37,completed,available,103
1,Wall tiling,Tiling,0,27,completed,busy,103
1,Electric conduits in the floor,Electricity,0,51,completed,busy,104
1,Electric conduits in the wall,Electricity,0,41,completed,busy,104
1,Floor tiling,Tiling,0,62,completed,busy,104
1,Gravel base layer,Gravel,0,34,completed,available,104
1,Partition phase 1,Partition,0,55,completed,available,104
1,Partition phase 2,Partition,0,51,completed,available,104
1,Partition phase 3,Partition,0,32,completed,available,104
1,Pipes in the floor,Plumbing,0,69,completed,available,104
1,Pipes in the wall,Plumbing,0,37,completed,available,104
1,Wall tiling,Tiling,0,27,completed,busy,104
1,Electric conduits in the floor,Electricity,0,51,completed,busy,105
1,Electric conduits in the wall,Electricity,0,41,completed,busy,105
1,Floor tiling,Tiling,0,62,completed,busy,105
1,Gravel base layer,Gravel,0,34,completed,available,105
1,Partition phase 1,Partition,0,55,completed,available,105
1,Partition phase 2,Partition,0,51,completed,available,105
1,Partition phase 3,Partition,0,32,completed,available,105
1,Pipes in the floor,Plumbing,0,69,completed,available,105
1,Pipes in the wall,Plumbing,0,37,completed,available,105
1,Wall tiling,Tiling,0,27,completed,busy,105
1,Electric conduits in the floor,Electricity,0,51,completed,busy,106
1,Electric conduits in the wall,Electricity,0,41,completed,busy,106
1,Floor tiling,Tiling,0,62,completed,busy,106
1,Gravel base layer,Gravel,0,34,completed,available,106
1,Partition phase 1,Partition,0,55,completed,available,106
1,Partition phase 2,Partition,0,51,completed,available,106
1,Partition phase 3,Partition,0,32,completed,available,106
1,Pipes in the floor,Plumbing,0,69,completed,available,106
1,Pipes in the wall,Plumbing,0,37,completed,available,106
1,Wall tiling,Tiling,0,27,completed,busy,106
1,Electric conduits in the floor,Electricity,0,51,completed,busy,107
1,Electric conduits in the wall,Electricity,0,41,completed,busy,107
1,Floor tiling,Tiling,0,62,completed,busy,107
1,Gravel base layer,Gravel,0,34,completed,available,107
1,Partition phase 1,Partition,0,55,completed,available,107
1,Partition phase 2,Partition,0,51,completed,available,107
1,Partition phase 3,Partition,0,32,completed,available,107
1,Pipes in the floor,Plumbing,0,69,completed,available,107
1,Pipes in the wall,Plumbing,0,37,completed,available,107
1,Wall tiling,Tiling,0,27,completed,busy,107
1,Electric conduits in the floor,Electricity,0,51,completed,busy,108
1,Electric conduits in the wall,Electricity,0,41,completed,busy,108
1,Floor tiling,Tiling,0,62,completed,busy,108
1,Gravel base layer,Gravel,0,34,completed,available,108
1,Partition phase 1,Partition,0,55,completed,available,108
1,Partition phase 2,Partition,0,51,completed,available,108
1,Partition phase 3,Partition,0,32,completed,available,108
1,Pipes in the floor,Plumbing,0,69,completed,available,108
1,Pipes in the wall,Plumbing,0,37,completed,available,108
1,Wall tiling,Tiling,0,27,completed,busy,108
1,Electric conduits in the floor,Electricity,0,51,completed,available,109
1,Electric conduits in the wall,Electricity,0,41,completed,available,109
1,Floor tiling,Tiling,0,62,completed,busy,109
1,Gravel base layer,Gravel,0,34,completed,available,109
1,Partition phase 1,Partition,0,55,completed,busy,109
1,Partition phase 2,Partition,0,51,completed,busy,109
1,Partition phase 3,Partition,0,32,completed,busy,109
1,Pipes in the floor,Plumbing,0,69,completed,available,109
1,Pipes in the wall,Plumbing,0,37,completed,available,109
1,Wall tiling,Tiling,0,27,completed,busy,109
1,Electric conduits in the floor,Electricity,0,51,completed,available,110
1,Electric conduits in the wall,Electricity,0,41,completed,available,110
1,Floor tiling,Tiling,0,62,completed,busy,110
1,Gravel base layer,Gravel,0,34,completed,available,110
1,Partition phase 1,Partition,0,55,completed,busy,110
1,Partition phase 2,Partition,0,51,completed,busy,110
1,Partition phase 3,Partition,0,32,completed,busy,110
1,Pipes in the floor,Plumbing,0,69,completed,available,110
1,Pipes in the wall,Plumbing,0,37,completed,available,110
1,Wall tiling,Tiling,0,27,completed,busy,110
1,Electric conduits in the floor,Electricity,0,51,completed,available,111
1,Electric conduits in the wall,Electricity,0,41,completed,available,111
1,Floor tiling,Tiling,0,62,completed,busy,111
1,Gravel base layer,Gravel,0,34,completed,available,111
1,Partition phase 1,Partition,0,55,completed,busy,111
1,Partition phase 2,Partition,0,51,completed,busy,111
1,Partition phase 3,Partition,0,32,completed,busy,111
1,Pipes in the floor,Plumbing,0,69,completed,available,111
1,Pipes in the wall,Plumbing,0,37,completed,available,111
1,Wall tiling,Tiling,0,27,completed,busy,111
1,Electric conduits in the floor,Electricity,0,51,completed,available,112
1,Electric conduits in the wall,Electricity,0,41,completed,available,112
1,Floor tiling,Tiling,0,62,completed,busy,112
1,Gravel base layer,Gravel,0,34,completed,available,112
1,Partition phase 1,Partition,0,55,completed,busy,112
1,Partition phase 2,Partition,0,51,completed,busy,112
1,Partition phase 3,Partition,0,32,completed,busy,112
1,Pipes in the floor,Plumbing,0,69,completed,available,112
1,Pipes in the wall,Plumbing,0,37,completed,available,112
1,Wall tiling,Tiling,0,27,completed,busy,112
1,Electric conduits in the floor,Electricity,0,51,completed,available,113
1,Electric conduits in the wall,Electricity,0,41,completed,available,113
1,Floor tiling,Tiling,0,62,completed,busy,113
1,Gravel base layer,Gravel,0,34,completed,available,113
1,Partition phase 1,Partition,0,55,completed,busy,113
1,Partition phase 2,Partition,0,51,completed,busy,113
1,Partition phase 3,Partition,0,32,completed,busy,113
1,Pipes in the floor,Plumbing,0,69,completed,available,113
1,Pipes in the wall,Plumbing,0,37,completed,available,113
1,Wall tiling,Tiling,0,27,completed,busy,113
1,Electric conduits in the floor,Electricity,0,51,completed,available,114
1,Electric conduits in the wall,Electricity,0,41,completed,available,114
1,Floor tiling,Tiling,0,62,completed,available,114
1,Gravel base layer,Gravel,0,34,completed,available,114
1,Partition phase 1,Partition,0,55,completed,busy,114
1,Partition phase 2,Partition,0,51,completed,busy,114
1,Partition phase 3,Partition,0,32,completed,busy,114
1,Pipes in the floor,Plumbing,0,69,completed,available,114
1,Pipes in the wall,Plumbing,0,37,completed,available,114
1,Wall tiling,Tiling,0,27,completed,available,114
1,Electric conduits in the floor,Electricity,0,51,completed,available,115
1,Electric conduits in the wall,Electricity,0,41,completed,available,115
1,Floor tiling,Tiling,0,62,completed,available,115
1,Gravel base layer,Gravel,0,34,completed,available,115
1,Partition phase 1,Partition,0,55,completed,busy,115
1,Partition phase 2,Partition,0,51,completed,busy,115
1,Partition phase 3,Partition,0,32,completed,busy,115
1,Pipes in the floor,Plumbing,0,69,completed,available,115
1,Pipes in the wall,Plumbing,0,37,completed,available,115
1,Wall tiling,Tiling,0,27,completed,available,115
1,Electric conduits in the floor,Electricity,0,51,completed,available,116
1,Electric conduits in the wall,Electricity,0,41,completed,available,116
1,Floor tiling,Tiling,0,62,completed,busy,116
1,Gravel base layer,Gravel,0,34,completed,available,116
1,Partition phase 1,Partition,0,55,completed,available,116
1,Partition phase 2,Partition,0,51,completed,available,116
1,Partition phase 3,Partition,0,32,completed,available,116
1,Pipes in the floor,Plumbing,0,69,completed,available,116
1,Pipes in the wall,Plumbing,0,37,completed,available,116
1,Wall tiling,Tiling,0,27,completed,busy,116
1,Electric conduits in the floor,Electricity,0,51,completed,available,117
1,Electric conduits in the wall,Electricity,0,41,completed,available,117
1,Floor tiling,Tiling,0,62,completed,busy,117
1,Gravel base layer,Gravel,0,34,completed,available,117
1,Partition phase 1,Partition,0,55,completed,available,117
1,Partition phase 2,Partition,0,51,completed,available,117
1,Partition phase 3,Partition,0,32,completed,available,117
1,Pipes in the floor,Plumbing,0,69,completed,available,117
1,Pipes in the wall,Plumbing,0,37,completed,available,117
1,Wall tiling,Tiling,0,27,completed,busy,117
1,Electric conduits in the floor,Electricity,0,51,completed,available,118
1,Electric conduits in the wall,Electricity,0,41,completed,available,118
1,Floor tiling,Tiling,0,62,completed,busy,118
1,Gravel base layer,Gravel,0,34,completed,available,118
1,Partition phase 1,Partition,0,55,completed,available,118
1,Partition phase 2,Partition,0,51,completed,available,118
1,Partition phase 3,Partition,0,32,completed,available,118
1,Pipes in the floor,Plumbing,0,69,completed,available,118
1,Pipes in the wall,Plumbing,0,37,completed,available,118
1,Wall tiling,Tiling,0,27,completed,busy,118
1,Electric conduits in the floor,Electricity,0,51,completed,available,119
1,Electric conduits in the wall,Electricity,0,41,completed,available,119
1,Floor tiling,Tiling,0,62,completed,busy,119
1,Gravel base layer,Gravel,0,34,completed,available,119
1,Partition phase 1,Partition,0,55,completed,available,119
1,Partition phase 2,Partition,0,51,completed,available,119
1,Partition phase 3,Partition,0,32,completed,available,119
1,Pipes in the floor,Plumbing,0,69,completed,available,119
1,Pipes in the wall,Plumbing,0,37,completed,available,119
1,Wall tiling,Tiling,0,27,completed,busy,119
1,Electric conduits in the floor,Electricity,0,51,completed,available,120
1,Electric conduits in the wall,Electricity,0,41,completed,available,120
1,Floor tiling,Tiling,0,62,completed,busy,120
1,Gravel base layer,Gravel,0,34,completed,available,120
1,Partition phase 1,Partition,0,55,completed,available,120
1,Partition phase 2,Partition,0,51,completed,available,120
1,Partition phase 3,Partition,0,32,completed,available,120
1,Pipes in the floor,Plumbing,0,69,completed,available,120
1,Pipes in the wall,Plumbing,0,37,completed,available,120
1,Wall tiling,Tiling,0,27,completed,busy,120
1,Electric conduits in the floor,Electricity,0,51,completed,available,121
1,Electric conduits in the wall,Electricity,0,41,completed,available,121
1,Floor tiling,Tiling,0,62,completed,busy,121
1,Gravel base layer,Gravel,0,34,completed,available,121
1,Partition phase 1,Partition,0,55,completed,available,121
1,Partition phase 2,Partition,0,51,completed,available,121
1,Partition phase 3,Partition,0,32,completed,available,121
1,Pipes in the floor,Plumbing,0,69,completed,available,121
1,Pipes in the wall,Plumbing,0,37,completed,available,121
1,Wall tiling,Tiling,0,27,completed,busy,121
1,Electric conduits in the floor,Electricity,0,51,completed,available,122
1,Electric conduits in the wall,Electricity,0,41,completed,available,122
1,Floor tiling,Tiling,0,62,completed,busy,122
1,Gravel base layer,Gravel,0,34,completed,available,122
1,Partition phase 1,Partition,0,55,completed,available,122
1,Partition phase 2,Partition,0,51,completed,available,122
1,Partition phase 3,Partition,0,32,completed,available,122
1,Pipes in the floor,Plumbing,0,69,completed,available,122
1,Pipes in the wall,Plumbing,0,37,completed,available,122
1,Wall tiling,Tiling,0,27,completed,busy,122
1,Electric conduits in the floor,Electricity,0,51,completed,available,123
1,Electric conduits in the wall,Electricity,0,41,completed,available,123
1,Floor tiling,Tiling,0,62,completed,busy,123
1,Gravel base layer,Gravel,0,34,completed,available,123
1,Partition phase 1,Partition,0,55,completed,available,123
1,Partition phase 2,Partition,0,51,completed,available,123
1,Partition phase 3,Partition,0,32,completed,available,123
1,Pipes in the floor,Plumbing,0,69,completed,available,123
1,Pipes in the wall,Plumbing,0,37,completed,available,123
1,Wall tiling,Tiling,0,27,completed,busy,123
1,Electric conduits in the floor,Electricity,0,51,completed,available,124
1,Electric conduits in the wall,Electricity,0,41,completed,available,124
1,Floor tiling,Tiling,0,62,completed,busy,124
1,Gravel base layer,Gravel,0,34,completed,available,124
1,Partition phase 1,Partition,0,55,completed,available,124
1,Partition phase 2,Partition,0,51,completed,available,124
1,Partition phase 3,Partition,0,32,completed,available,124
1,Pipes in the floor,Plumbing,0,69,completed,available,124
1,Pipes in the wall,Plumbing,0,37,completed,available,124
1,Wall tiling,Tiling,0,27,completed,busy,124
1,Electric conduits in the floor,Electricity,0,51,completed,available,125
1,Electric conduits in the wall,Electricity,0,41,completed,available,125
1,Floor tiling,Tiling,0,62,completed,busy,125
1,Gravel base layer,Gravel,0,34,completed,available,125
1,Partition phase 1,Partition,0,55,completed,available,125
1,Partition phase 2,Partition,0,51,completed,available,125
1,Partition phase 3,Partition,0,32,completed,available,125
1,Pipes in the floor,Plumbing,0,69,completed,available,125
1,Pipes in the wall,Plumbing,0,37,completed,available,125
1,Wall tiling,Tiling,0,27,completed,busy,125
1,Electric conduits in the floor,Electricity,0,51,completed,available,126
1,Electric conduits in the wall,Electricity,0,41,completed,available,126
1,Floor tiling,Tiling,0,62,completed,busy,126
1,Gravel base layer,Gravel,0,34,completed,available,126
1,Partition phase 1,Partition,0,55,completed,available,126
1,Partition phase 2,Partition,0,51,completed,available,126
1,Partition phase 3,Partition,0,32,completed,available,126
1,Pipes in the floor,Plumbing,0,69,completed,available,126
1,Pipes in the wall,Plumbing,0,37,completed,available,126
1,Wall tiling,Tiling,0,27,completed,busy,126
2,Electric conduits in the floor,Electricity,80,51,pending,available,0
2,Electric conduits in the wall,Electricity,180,41,pending,available,0
2,Floor tiling,Tiling,720,62,pending,available,0
2,Gravel base layer,Gravel,170,34,pending,available,0
2,Partition phase 1,Partition,750,55,pending,available,0
2,Partition phase 2,Partition,20,51,pending,available,0
2,Partition phase 3,Partition,200,32,pending,available,0
2,Pipes in the floor,Plumbing,100,69,pending,available,0
2,Pipes in the wall,Plumbing,190,37,pending,available,0
2,Wall tiling,Tiling,290,27,pending,available,0
2,Electric conduits in the floor,Electricity,80,51,pending,available,1
2,Electric conduits in the wall,Electricity,180,41,pending,available,1
2,Floor tiling,Tiling,720,62,pending,available,1
2,Gravel base layer,Gravel,170,34,pending,busy,1
2,Partition phase 1,Partition,750,55,pending,busy,1
2,Partition phase 2,Partition,20,51,pending,busy,1
2,Partition phase 3,Partition,200,32,pending,busy,1
2,Pipes in the floor,Plumbing,100,69,pending,available,1
2,Pipes in the wall,Plumbing,190,37,pending,available,1
2,Wall tiling,Tiling,290,27,pending,available,1
2,Electric conduits in the floor,Electricity,80,51,pending,available,2
2,Electric conduits in the wall,Electricity,180,41,pending,available,2
2,Floor tiling,Tiling,720,62,pending,available,2
2,Gravel base layer,Gravel,170,34,pending,busy,2
2,Partition phase 1,Partition,750,55,pending,busy,2
2,Partition phase 2,Partition,20,51,pending,busy,2
2,Partition phase 3,Partition,200,32,pending,busy,2
2,Pipes in the floor,Plumbing,100,69,pending,available,2
2,Pipes in the wall,Plumbing,190,37,pending,available,2
2,Wall tiling,Tiling,290,27,pending,available,2
2,Electric conduits in the floor,Electricity,80,51,pending,available,3
2,Electric conduits in the wall,Electricity,180,41,pending,available,3
2,Floor tiling,Tiling,720,62,pending,available,3
2,Gravel base layer,Gravel,170,34,pending,busy,3
2,Partition phase 1,Partition,750,55,pending,busy,3
2,Partition phase 2,Partition,20,51,pending,busy,3
2,Partition phase 3,Partition,200,32,pending,busy,3
2,Pipes in the floor,Plumbing,100,69,pending,available,3
2,Pipes in the wall,Plumbing,190,37,pending,available,3
2,Wall tiling,Tiling,290,27,pending,available,3
2,Electric conduits in the floor,Electricity,80,51,pending,available,4
2,Electric conduits in the wall,Electricity,180,41,pending,available,4
2,Floor tiling,Tiling,720,62,pending,available,4
2,Gravel base layer,Gravel,170,34,pending,busy,4
2,Partition phase 1,Partition,750,55,pending,busy,4
2,Partition phase 2,Partition,20,51,pending,busy,4
2,Partition phase 3,Partition,200,32,pending,busy,4
2,Pipes in the floor,Plumbing,100,69,pending,available,4
2,Pipes in the wall,Plumbing,190,37,pending,available,4
2,Wall tiling,Tiling,290,27,pending,available,4
2,Electric conduits in the floor,Electricity,80,51,pending,available,5
2,Electric conduits in the wall,Electricity,180,41,pending,available,5
2,Floor tiling,Tiling,720,62,pending,available,5
2,Gravel base layer,Gravel,170,34,pending,busy,5
2,Partition phase 1,Partition,750,55,pending,busy,5
2,Partition phase 2,Partition,20,51,pending,busy,5
2,Partition phase 3,Partition,200,32,pending,busy,5
2,Pipes in the floor,Plumbing,100,69,pending,available,5
2,Pipes in the wall,Plumbing,190,37,pending,available,5
2,Wall tiling,Tiling,290,27,pending,available,5
2,Electric conduits in the floor,Electricity,80,51,pending,busy,6
2,Electric conduits in the wall,Electricity,180,41,pending,busy,6
2,Floor tiling,Tiling,720,62,pending,available,6
1,Pipes in the wall,Plumbing,5,37,in_progress,busy,20
2,Partition phase 1,Partition,750,55,pending,busy,6
2,Partition phase 2,Partition,20,51,pending,busy,6
2,Partition phase 3,Partition,200,32,pending,busy,6
2,Pipes in the floor,Plumbing,100,69,pending,busy,6
2,Pipes in the wall,Plumbing,190,37,pending,busy,6
2,Wall tiling,Tiling,290,27,pending,available,6
2,Electric conduits in the floor,Electricity,80,51,pending,busy,7
2,Electric conduits in the wall,Electricity,180,41,pending,busy,7
2,Floor tiling,Tiling,720,62,pending,available,7
2,Floor tiling,Tiling,720,62,in_progress,busy,20
2,Partition phase 1,Partition,750,55,pending,busy,7
2,Partition phase 2,Partition,20,51,pending,busy,7
2,Partition phase 3,Partition,200,32,pending,busy,7
2,Pipes in the floor,Plumbing,100,69,pending,busy,7
2,Pipes in the wall,Plumbing,190,37,pending,busy,7
2,Wall tiling,Tiling,290,27,pending,available,7
2,Electric conduits in the floor,Electricity,80,51,pending,available,8
2,Electric conduits in the wall,Electricity,180,41,pending,available,8
2,Floor tiling,Tiling,720,62,pending,busy,8
2,Partition phase 1,Partition,475,55,in_progress,busy,20
2,Partition phase 1,Partition,750,55,pending,busy,8
2,Partition phase 2,Partition,20,51,pending,busy,8
2,Partition phase 3,Partition,200,32,pending,busy,8
2,Pipes in the floor,Plumbing,100,69,pending,available,8
2,Pipes in the wall,Plumbing,190,37,pending,available,8
2,Wall tiling,Tiling,290,27,pending,busy,8
2,Electric conduits in the floor,Electricity,80,51,pending,available,9
2,Electric conduits in the wall,Electricity,180,41,pending,available,9
2,Floor tiling,Tiling,720,62,pending,busy,9
4,Gravel base layer,Gravel,34,34,in_progress,busy,20
2,Partition phase 1,Partition,750,55,pending,busy,9
2,Partition phase 2,Partition,20,51,pending,busy,9
2,Partition phase 3,Partition,200,32,pending,busy,9
2,Pipes in the floor,Plumbing,100,69,pending,available,9
2,Pipes in the wall,Plumbing,190,37,pending,available,9
2,Wall tiling,Tiling,290,27,pending,busy,9
2,Electric conduits in the floor,Electricity,80,51,pending,available,10
2,Electric conduits in the wall,Electricity,180,41,pending,available,10
2,Floor tiling,Tiling,720,62,pending,busy,10
2,Floor tiling,Tiling,658,62,in_progress,busy,21
2,Partition phase 1,Partition,750,55,pending,busy,10
2,Partition phase 2,Partition,20,51,pending,busy,10
2,Partition phase 3,Partition,200,32,pending,busy,10
2,Pipes in the floor,Plumbing,100,69,pending,available,10
2,Pipes in the wall,Plumbing,190,37,pending,available,10
2,Wall tiling,Tiling,290,27,pending,busy,10
2,Partition phase 1,Partition,420,55,in_progress,busy,21
2,Electric conduits in the wall,Electricity,180,41,pending,busy,11
2,Floor tiling,Tiling,720,62,pending,busy,11
2,Gravel base layer,Gravel,0,34,completed,busy,11
2,Partition phase 1,Partition,750,55,pending,busy,11
2,Partition phase 2,Partition,20,51,pending,busy,11
2,Partition phase 3,Partition,200,32,pending,busy,11
3,Pipes in the floor,Plumbing,100,69,in_progress,busy,21
2,Pipes in the wall,Plumbing,190,37,pending,busy,11
2,Wall tiling,Tiling,290,27,pending,busy,11
4,Electric conduits in the floor,Electricity,80,51,in_progress,busy,21
2,Electric conduits in the wall,Electricity,180,41,pending,busy,12
2,Floor tiling,Tiling,720,62,pending,busy,12
2,Gravel base layer,Gravel,0,34,completed,busy,12
2,Partition phase 1,Partition,750,55,pending,busy,12
2,Partition phase 2,Partition,20,51,pending,busy,12
2,Partition phase 3,Partition,200,32,pending,busy,12
5,Gravel base layer,Gravel,170,34,in_progress,busy,21
2,Pipes in the wall,Plumbing,190,37,pending,busy,12
2,Wall tiling,Tiling,290,27,pending,busy,12
2,Electric conduits in the floor,Electricity,0,51,completed,available,13
2,Electric conduits in the wall,Electricity,180,41,pending,available,13
2,Floor tiling,Tiling,720,62,pending,busy,13
2,Gravel base layer,Gravel,0,34,completed,busy,13
2,Partition phase 1,Partition,750,55,pending,busy,13
2,Partition phase 2,Partition,20,51,pending,busy,13
2,Partition phase 3,Partition,200,32,pending,busy,13
2,Pipes in the floor,Plumbing,0,69,completed,available,13
2,Pipes in the wall,Plumbing,190,37,pending,available,13
2,Wall tiling,Tiling,290,27,pending,busy,13
2,Electric conduits in the floor,Electricity,0,51,completed,available,14
2,Electric conduits in the wall,Electricity,180,41,pending,available,14
2,Floor tiling,Tiling,720,62,pending,busy,14
2,Gravel base layer,Gravel,0,34,completed,busy,14
2,Partition phase 1,Partition,750,55,pending,busy,14
2,Partition phase 2,Partition,20,51,pending,busy,14
2,Partition phase 3,Partition,200,32,pending,busy,14
2,Pipes in the floor,Plumbing,0,69,completed,available,14
2,Pipes in the wall,Plumbing,190,37,pending,available,14
2,Wall tiling,Tiling,290,27,pending,busy,14
2,Electric conduits in the floor,Electricity,0,51,completed,available,15
2,Electric conduits in the wall,Electricity,180,41,pending,available,15
2,Floor tiling,Tiling,720,62,pending,busy,15
2,Gravel base layer,Gravel,0,34,completed,busy,15
2,Floor tiling,Tiling,596,62,in_progress,busy,22
2,Partition phase 2,Partition,20,51,pending,busy,15
2,Partition phase 3,Partition,200,32,pending,busy,15
2,Pipes in the floor,Plumbing,0,69,completed,busy,15
2,Pipes in the wall,Plumbing,190,37,pending,busy,15
2,Wall tiling,Tiling,290,27,pending,busy,15
2,Electric conduits in the floor,Electricity,0,51,completed,busy,16
2,Electric conduits in the wall,Electricity,180,41,pending,busy,16
2,Floor tiling,Tiling,720,62,pending,busy,16
2,Gravel base layer,Gravel,0,34,completed,busy,16
2,Partition phase 1,Partition,365,55,in_progress,busy,22
2,Partition phase 2,Partition,20,51,pending,busy,16
2,Partition phase 3,Partition,200,32,pending,busy,16
2,Pipes in the floor,Plumbing,0,69,completed,busy,16
2,Pipes in the wall,Plumbing,190,37,pending,busy,16
2,Wall tiling,Tiling,290,27,pending,busy,16
2,Electric conduits in the floor,Electricity,0,51,completed,busy,17
2,Electric conduits in the wall,Electricity,180,41,pending,busy,17
2,Floor tiling,Tiling,720,62,pending,busy,17
2,Gravel base layer,Gravel,0,34,completed,busy,17
3,Pipes in the floor,Plumbing,31,69,in_progress,busy,22
2,Partition phase 2,Partition,20,51,pending,busy,17
2,Partition phase 3,Partition,200,32,pending,busy,17
2,Pipes in the floor,Plumbing,0,69,completed,busy,17
2,Pipes in the wall,Plumbing,190,37,pending,busy,17
2,Wall tiling,Tiling,290,27,pending,busy,17
2,Electric conduits in the floor,Electricity,0,51,completed,available,18
2,Electric conduits in the wall,Electricity,180,41,pending,available,18
2,Floor tiling,Tiling,720,62,pending,busy,18
2,Gravel base layer,Gravel,0,34,completed,busy,18
4,Electric conduits in the floor,Electricity,29,51,in_progress,busy,22
2,Partition phase 2,Partition,20,51,pending,busy,18
2,Partition phase 3,Partition,200,32,pending,busy,18
2,Pipes in the floor,Plumbing,0,69,completed,busy,18
2,Pipes in the wall,Plumbing,190,37,pending,busy,18
2,Wall tiling,Tiling,290,27,pending,busy,18
2,Electric conduits in the floor,Electricity,0,51,completed,available,19
2,Electric conduits in the wall,Electricity,180,41,pending,available,19
2,Floor tiling,Tiling,720,62,pending,busy,19
2,Gravel base layer,Gravel,0,34,completed,busy,19
5,Gravel base layer,Gravel,136,34,in_progress,busy,22
2,Partition phase 2,Partition,20,51,pending,busy,19
2,Partition phase 3,Partition,200,32,pending,busy,19
2,Pipes in the floor,Plumbing,0,69,completed,busy,19
2,Pipes in the wall,Plumbing,190,37,pending,busy,19
2,Wall tiling,Tiling,290,27,pending,busy,19
2,Electric conduits in the floor,Electricity,0,51,completed,available,20
2,Electric conduits in the wall,Electricity,180,41,pending,available,20
2,Floor tiling,Tiling,534,62,in_progress,busy,23
2,Gravel base layer,Gravel,0,34,completed,busy,20
2,Partition phase 1,Partition,310,55,in_progress,busy,23
2,Partition phase 2,Partition,20,51,pending,busy,20
2,Partition phase 3,Partition,200,32,pending,busy,20
2,Pipes in the floor,Plumbing,0,69,completed,busy,20
2,Pipes in the wall,Plumbing,190,37,pending,busy,20
2,Wall tiling,Tiling,290,27,pending,busy,20
2,Electric conduits in the floor,Electricity,0,51,completed,busy,21
2,Electric conduits in the wall,Electricity,180,41,pending,busy,21
4,Pipes in the floor,Plumbing,100,69,in_progress,busy,23
2,Gravel base layer,Gravel,0,34,completed,busy,21
5,Gravel base layer,Gravel,102,34,in_progress,busy,23
2,Partition phase 2,Partition,20,51,pending,busy,21
2,Partition phase 3,Partition,200,32,pending,busy,21
2,Pipes in the floor,Plumbing,0,69,completed,busy,21
2,Pipes in the wall,Plumbing,190,37,pending,busy,21
2,Wall tiling,Tiling,290,27,pending,busy,21
2,Electric conduits in the floor,Electricity,0,51,completed,busy,22
2,Electric conduits in the wall,Electricity,180,41,pending,busy,22
2,Floor tiling,Tiling,472,62,in_progress,busy,24
2,Gravel base layer,Gravel,0,34,completed,busy,22
2,Partition phase 1,Partition,255,55,in_progress,busy,24
2,Partition phase 2,Partition,20,51,pending,busy,22
2,Partition phase 3,Partition,200,32,pending,busy,22
2,Pipes in the floor,Plumbing,0,69,completed,busy,22
2,Pipes in the wall,Plumbing,190,37,pending,busy,22
2,Wall tiling,Tiling,290,27,pending,busy,22
2,Electric conduits in the floor,Electricity,0,51,completed,available,23
2,Electric conduits in the wall,Electricity,180,41,pending,available,23
4,Pipes in the floor,Plumbing,31,69,in_progress,busy,24
