floor,process,trade,remaining_quantity,productivity,task_status,trade_status,day_number
4,Wall tiling,Tiling,290,27,pending,busy,96
4,Electric conduits in the floor,Electricity,0,51,completed,available,97
4,Electric conduits in the wall,Electricity,0,41,completed,available,97
4,Floor tiling,Tiling,0,62,completed,busy,97
4,Gravel base layer,Gravel,0,34,completed,available,97
4,Partition phase 1,Partition,0,55,completed,busy,97
4,Partition phase 2,Partition,0,51,completed,busy,97
4,Electric conduits in the wall,Electricity,139,41,in_progress,busy,83
4,Pipes in the floor,Plumbing,0,69,completed,busy,97
4,Pipes in the wall,Plumbing,0,37,completed,busy,97
4,Wall tiling,Tiling,290,27,pending,busy,97
4,Electric conduits in the floor,Electricity,0,51,completed,available,98
4,Electric conduits in the wall,Electricity,0,41,completed,available,98
4,Floor tiling,Tiling,0,62,completed,busy,98
4,Gravel base layer,Gravel,0,34,completed,available,98
4,Partition phase 1,Partition,0,55,completed,busy,98
4,Partition phase 2,Partition,0,51,completed,busy,98
5,Partition phase 1,Partition,695,55,in_progress,busy,83
4,Pipes in the floor,Plumbing,0,69,completed,busy,98
4,Pipes in the wall,Plumbing,0,37,completed,busy,98
4,Wall tiling,Tiling,290,27,pending,busy,98
4,Electric conduits in the floor,Electricity,0,51,completed,available,99
4,Electric conduits in the wall,Electricity,0,41,completed,available,99
4,Floor tiling,Tiling,0,62,completed,busy,99
4,Gravel base layer,Gravel,0,34,completed,available,99
4,Partition phase 1,Partition,0,55,completed,busy,99
4,Partition phase 2,Partition,0,51,completed,busy,99
2,Wall tiling,Tiling,155,27,in_progress,busy,84
4,Pipes in the floor,Plumbing,0,69,completed,busy,99
4,Pipes in the wall,Plumbing,0,37,completed,busy,99
4,Wall tiling,Tiling,290,27,pending,busy,99
4,Electric conduits in the floor,Electricity,0,51,completed,available,100
4,Electric conduits in the wall,Electricity,0,41,completed,available,100
4,Floor tiling,Tiling,0,62,completed,busy,100
4,Gravel base layer,Gravel,0,34,completed,available,100
4,Partition phase 1,Partition,0,55,completed,busy,100
4,Partition phase 2,Partition,0,51,completed,busy,100
4,Electric conduits in the wall,Electricity,98,41,in_progress,busy,84
4,Pipes in the floor,Plumbing,0,69,completed,busy,100
4,Pipes in the wall,Plumbing,0,37,completed,busy,100
4,Wall tiling,Tiling,290,27,pending,busy,100
4,Electric conduits in the floor,Electricity,0,51,completed,available,101
4,Electric conduits in the wall,Electricity,0,41,completed,available,101
4,Floor tiling,Tiling,0,62,completed,available,101
4,Gravel base layer,Gravel,0,34,completed,available,101
4,Partition phase 1,Partition,0,55,completed,busy,101
4,Partition phase 2,Partition,0,51,completed,busy,101
5,Partition phase 1,Partition,640,55,in_progress,busy,84
4,Pipes in the floor,Plumbing,0,69,completed,busy,101
4,Pipes in the wall,Plumbing,0,37,completed,busy,101
4,Wall tiling,Tiling,290,27,pending,available,101
4,Electric conduits in the floor,Electricity,0,51,completed,available,102
4,Electric conduits in the wall,Electricity,0,41,completed,available,102
4,Floor tiling,Tiling,0,62,completed,available,102
4,Gravel base layer,Gravel,0,34,completed,available,102
4,Partition phase 1,Partition,0,55,completed,busy,102
4,Partition phase 2,Partition,0,51,completed,busy,102
2,Wall tiling,Tiling,128,27,in_progress,busy,85
4,Pipes in the floor,Plumbing,0,69,completed,available,102
4,Pipes in the wall,Plumbing,0,37,completed,available,102
4,Wall tiling,Tiling,290,27,pending,available,102
4,Electric conduits in the floor,Electricity,0,51,completed,available,103
4,Electric conduits in the wall,Electricity,0,41,completed,available,103
4,Floor tiling,Tiling,0,62,completed,busy,103
4,Gravel base layer,Gravel,0,34,completed,available,103
4,Partition phase 1,Partition,0,55,completed,busy,103
4,Partition phase 2,Partition,0,51,completed,busy,103
4,Partition phase 3,Partition,0,32,completed,busy,103
4,Pipes in the floor,Plumbing,0,69,completed,available,103
4,Pipes in the wall,Plumbing,0,37,completed,available,103
4,Electric conduits in the wall,Electricity,57,41,in_progress,busy,85
4,Electric conduits in the floor,Electricity,0,51,completed,busy,104
4,Electric conduits in the wall,Electricity,0,41,completed,busy,104
4,Floor tiling,Tiling,0,62,completed,busy,104
4,Gravel base layer,Gravel,0,34,completed,available,104
4,Partition phase 1,Partition,0,55,completed,available,104
4,Partition phase 2,Partition,0,51,completed,available,104
4,Partition phase 3,Partition,0,32,completed,available,104
4,Pipes in the floor,Plumbing,0,69,completed,available,104
4,Pipes in the wall,Plumbing,0,37,completed,available,104
5,Partition phase 1,Partition,585,55,in_progress,busy,85
4,Electric conduits in the floor,Electricity,0,51,completed,busy,105
4,Electric conduits in the wall,Electricity,0,41,completed,busy,105
4,Floor tiling,Tiling,0,62,completed,busy,105
4,Gravel base layer,Gravel,0,34,completed,available,105
4,Partition phase 1,Partition,0,55,completed,available,105
4,Partition phase 2,Partition,0,51,completed,available,105
4,Partition phase 3,Partition,0,32,completed,available,105
4,Pipes in the floor,Plumbing,0,69,completed,available,105
4,Pipes in the wall,Plumbing,0,37,completed,available,105
2,Wall tiling,Tiling,101,27,in_progress,busy,86
4,Electric conduits in the floor,Electricity,0,51,completed,busy,106
4,Electric conduits in the wall,Electricity,0,41,completed,busy,106
4,Floor tiling,Tiling,0,62,completed,busy,106
4,Gravel base layer,Gravel,0,34,completed,available,106
4,Partition phase 1,Partition,0,55,completed,available,106
4,Partition phase 2,Partition,0,51,completed,available,106
4,Partition phase 3,Partition,0,32,completed,available,106
4,Pipes in the floor,Plumbing,0,69,completed,available,106
4,Pipes in the wall,Plumbing,0,37,completed,available,106
4,Electric conduits in the wall,Electricity,16,41,in_progress,busy,86
4,Electric conduits in the floor,Electricity,0,51,completed,busy,107
4,Electric conduits in the wall,Electricity,0,41,completed,busy,107
4,Floor tiling,Tiling,0,62,completed,busy,107
4,Gravel base layer,Gravel,0,34,completed,available,107
4,Partition phase 1,Partition,0,55,completed,available,107
4,Partition phase 2,Partition,0,51,completed,available,107
4,Partition phase 3,Partition,0,32,completed,available,107
4,Pipes in the floor,Plumbing,0,69,completed,available,107
4,Pipes in the wall,Plumbing,0,37,completed,available,107
5,Partition phase 1,Partition,530,55,in_progress,busy,86
4,Electric conduits in the floor,Electricity,0,51,completed,busy,108
4,Electric conduits in the wall,Electricity,0,41,completed,busy,108
4,Floor tiling,Tiling,0,62,completed,busy,108
4,Gravel base layer,Gravel,0,34,completed,available,108
4,Partition phase 1,Partition,0,55,completed,available,108
4,Partition phase 2,Partition,0,51,completed,available,108
4,Partition phase 3,Partition,0,32,completed,available,108
4,Pipes in the floor,Plumbing,0,69,completed,available,108
4,Pipes in the wall,Plumbing,0,37,completed,available,108
2,Wall tiling,Tiling,74,27,in_progress,busy,87
4,Electric conduits in the floor,Electricity,0,51,completed,available,109
4,Electric conduits in the wall,Electricity,0,41,completed,available,109
4,Floor tiling,Tiling,0,62,completed,busy,109
4,Gravel base layer,Gravel,0,34,completed,available,109
4,Partition phase 1,Partition,0,55,completed,busy,109
4,Partition phase 2,Partition,0,51,completed,busy,109
4,Partition phase 3,Partition,0,32,completed,busy,109
4,Pipes in the floor,Plumbing,0,69,completed,available,109
4,Pipes in the wall,Plumbing,0,37,completed,available,109
5,Partition phase 1,Partition,475,55,in_progress,busy,87
4,Electric conduits in the floor,Electricity,0,51,completed,available,110
4,Electric conduits in the wall,Electricity,0,41,completed,available,110
4,Floor tiling,Tiling,0,62,completed,busy,110
4,Gravel base layer,Gravel,0,34,completed,available,110
4,Partition phase 1,Partition,0,55,completed,busy,110
4,Partition phase 2,Partition,0,51,completed,busy,110
4,Partition phase 3,Partition,0,32,completed,busy,110
4,Pipes in the floor,Plumbing,0,69,completed,available,110
4,Pipes in the wall,Plumbing,0,37,completed,available,110
2,Wall tiling,Tiling,47,27,in_progress,busy,88
4,Electric conduits in the floor,Electricity,0,51,completed,available,111
4,Electric conduits in the wall,Electricity,0,41,completed,available,111
4,Floor tiling,Tiling,0,62,completed,busy,111
4,Gravel base layer,Gravel,0,34,completed,available,111
4,Partition phase 1,Partition,0,55,completed,busy,111
4,Partition phase 2,Partition,0,51,completed,busy,111
4,Partition phase 3,Partition,0,32,completed,busy,111
4,Pipes in the floor,Plumbing,0,69,completed,available,111
4,Pipes in the wall,Plumbing,0,37,completed,available,111
5,Partition phase 1,Partition,420,55,in_progress,busy,88
4,Electric conduits in the floor,Electricity,0,51,completed,available,112
4,Electric conduits in the wall,Electricity,0,41,completed,available,112
4,Floor tiling,Tiling,0,62,completed,busy,112
4,Gravel base layer,Gravel,0,34,completed,available,112
4,Partition phase 1,Partition,0,55,completed,busy,112
4,Partition phase 2,Partition,0,51,completed,busy,112
4,Partition phase 3,Partition,0,32,completed,busy,112
4,Pipes in the floor,Plumbing,0,69,completed,available,112
4,Pipes in the wall,Plumbing,0,37,completed,available,112
2,Wall tiling,Tiling,20,27,in_progress,busy,89
4,Electric conduits in the floor,Electricity,0,51,completed,available,113
4,Electric conduits in the wall,Electricity,0,41,completed,available,113
4,Floor tiling,Tiling,0,62,completed,busy,113
4,Gravel base layer,Gravel,0,34,completed,available,113
4,Partition phase 1,Partition,0,55,completed,busy,113
4,Partition phase 2,Partition,0,51,completed,busy,113
4,Partition phase 3,Partition,0,32,completed,busy,113
4,Pipes in the floor,Plumbing,0,69,completed,available,113
4,Pipes in the wall,Plumbing,0,37,completed,available,113
5,Partition phase 1,Partition,365,55,in_progress,busy,89
4,Electric conduits in the floor,Electricity,0,51,completed,available,114
4,Electric conduits in the wall,Electricity,0,41,completed,available,114
4,Floor tiling,Tiling,0,62,completed,available,114
4,Gravel base layer,Gravel,0,34,completed,available,114
4,Partition phase 1,Partition,0,55,completed,busy,114
4,Partition phase 2,Partition,0,51,completed,busy,114
4,Partition phase 3,Partition,0,32,completed,busy,114
4,Pipes in the floor,Plumbing,0,69,completed,available,114
4,Pipes in the wall,Plumbing,0,37,completed,available,114
4,Wall tiling,Tiling,0,27,completed,available,114
4,Electric conduits in the floor,Electricity,0,51,completed,available,115
4,Electric conduits in the wall,Electricity,0,41,completed,available,115
4,Floor tiling,Tiling,0,62,completed,available,115
4,Gravel base layer,Gravel,0,34,completed,available,115
4,Partition phase 1,Partition,0,55,completed,busy,115
4,Partition phase 2,Partition,0,51,completed,busy,115
4,Partition phase 3,Partition,0,32,completed,busy,115
4,Pipes in the floor,Plumbing,0,69,completed,available,115
4,Pipes in the wall,Plumbing,0,37,completed,available,115
4,Wall tiling,Tiling,0,27,completed,available,115
4,Electric conduits in the floor,Electricity,0,51,completed,available,116
4,Electric conduits in the wall,Electricity,0,41,completed,available,116
4,Floor tiling,Tiling,0,62,completed,busy,116
4,Gravel base layer,Gravel,0,34,completed,available,116
4,Partition phase 1,Partition,0,55,completed,available,116
4,Partition phase 2,Partition,0,51,completed,available,116
4,Partition phase 3,Partition,0,32,completed,available,116
4,Pipes in the floor,Plumbing,0,69,completed,available,116
4,Pipes in the wall,Plumbing,0,37,completed,available,116
4,Wall tiling,Tiling,0,27,completed,busy,116
4,Electric conduits in the floor,Electricity,0,51,completed,available,117
4,Electric conduits in the wall,Electricity,0,41,completed,available,117
4,Floor tiling,Tiling,0,62,completed,busy,117
4,Gravel base layer,Gravel,0,34,completed,available,117
4,Partition phase 1,Partition,0,55,completed,available,117
4,Partition phase 2,Partition,0,51,completed,available,117
4,Partition phase 3,Partition,0,32,completed,available,117
4,Pipes in the floor,Plumbing,0,69,completed,available,117
4,Pipes in the wall,Plumbing,0,37,completed,available,117
4,Wall tiling,Tiling,0,27,completed,busy,117
4,Electric conduits in the floor,Electricity,0,51,completed,available,118
4,Electric conduits in the wall,Electricity,0,41,completed,available,118
4,Floor tiling,Tiling,0,62,completed,busy,118
4,Gravel base layer,Gravel,0,34,completed,available,118
4,Partition phase 1,Partition,0,55,completed,available,118
4,Partition phase 2,Partition,0,51,completed,available,118
4,Partition phase 3,Partition,0,32,completed,available,118
4,Pipes in the floor,Plumbing,0,69,completed,available,118
4,Pipes in the wall,Plumbing,0,37,completed,available,118
4,Wall tiling,Tiling,0,27,completed,busy,118
4,Electric conduits in the floor,Electricity,0,51,completed,available,119
4,Electric conduits in the wall,Electricity,0,41,completed,available,119
4,Floor tiling,Tiling,0,62,completed,busy,119
4,Gravel base layer,Gravel,0,34,completed,available,119
4,Partition phase 1,Partition,0,55,completed,available,119
4,Partition phase 2,Partition,0,51,completed,available,119
4,Partition phase 3,Partition,0,32,completed,available,119
4,Pipes in the floor,Plumbing,0,69,completed,available,119
4,Pipes in the wall,Plumbing,0,37,completed,available,119
4,Wall tiling,Tiling,0,27,completed,busy,119
4,Electric conduits in the floor,Electricity,0,51,completed,available,120
4,Electric conduits in the wall,Electricity,0,41,completed,available,120
4,Floor tiling,Tiling,0,62,completed,busy,120
4,Gravel base layer,Gravel,0,34,completed,available,120
4,Partition phase 1,Partition,0,55,completed,available,120
4,Partition phase 2,Partition,0,51,completed,available,120
4,Partition phase 3,Partition,0,32,completed,available,120
4,Pipes in the floor,Plumbing,0,69,completed,available,120
4,Pipes in the wall,Plumbing,0,37,completed,available,120
4,Wall tiling,Tiling,0,27,completed,busy,120
4,Electric conduits in the floor,Electricity,0,51,completed,available,121
4,Electric conduits in the wall,Electricity,0,41,completed,available,121
4,Floor tiling,Tiling,0,62,completed,busy,121
4,Gravel base layer,Gravel,0,34,completed,available,121
4,Partition phase 1,Partition,0,55,completed,available,121
4,Partition phase 2,Partition,0,51,completed,available,121
4,Partition phase 3,Partition,0,32,completed,available,121
4,Pipes in the floor,Plumbing,0,69,completed,available,121
4,Pipes in the wall,Plumbing,0,37,completed,available,121
4,Wall tiling,Tiling,0,27,completed,busy,121
4,Electric conduits in the floor,Electricity,0,51,completed,available,122
4,Electric conduits in the wall,Electricity,0,41,completed,available,122
4,Floor tiling,Tiling,0,62,completed,busy,122
4,Gravel base layer,Gravel,0,34,completed,available,122
4,Partition phase 1,Partition,0,55,completed,available,122
4,Partition phase 2,Partition,0,51,completed,available,122
4,Partition phase 3,Partition,0,32,completed,available,122
4,Pipes in the floor,Plumbing,0,69,completed,available,122
4,Pipes in the wall,Plumbing,0,37,completed,available,122
4,Wall tiling,Tiling,0,27,completed,busy,122
4,Electric conduits in the floor,Electricity,0,51,completed,available,123
4,Electric conduits in the wall,Electricity,0,41,completed,available,123
4,Floor tiling,Tiling,0,62,completed,busy,123
4,Gravel base layer,Gravel,0,34,completed,available,123
4,Partition phase 1,Partition,0,55,completed,available,123
4,Partition phase 2,Partition,0,51,completed,available,123
4,Partition phase 3,Partition,0,32,completed,available,123
4,Pipes in the floor,Plumbing,0,69,completed,available,123
4,Pipes in the wall,Plumbing,0,37,completed,available,123
4,Wall tiling,Tiling,0,27,completed,busy,123
4,Electric conduits in the floor,Electricity,0,51,completed,available,124
4,Electric conduits in the wall,Electricity,0,41,completed,available,124
4,Floor tiling,Tiling,0,62,completed,busy,124
4,Gravel base layer,Gravel,0,34,completed,available,124
4,Partition phase 1,Partition,0,55,completed,available,124
4,Partition phase 2,Partition,0,51,completed,available,124
4,Partition phase 3,Partition,0,32,completed,available,124
4,Pipes in the floor,Plumbing,0,69,completed,available,124
4,Pipes in the wall,Plumbing,0,37,completed,available,124
4,Wall tiling,Tiling,0,27,completed,busy,124
4,Electric conduits in the floor,Electricity,0,51,completed,available,125
4,Electric conduits in the wall,Electricity,0,41,completed,available,125
4,Floor tiling,Tiling,0,62,completed,busy,125
4,Gravel base layer,Gravel,0,34,completed,available,125
4,Partition phase 1,Partition,0,55,completed,available,125
4,Partition phase 2,Partition,0,51,completed,available,125
4,Partition phase 3,Partition,0,32,completed,available,125
4,Pipes in the floor,Plumbing,0,69,completed,available,125
4,Pipes in the wall,Plumbing,0,37,completed,available,125
4,Wall tiling,Tiling,0,27,completed,busy,125
4,Electric conduits in the floor,Electricity,0,51,completed,available,126
4,Electric conduits in the wall,Electricity,0,41,completed,available,126
4,Floor tiling,Tiling,0,62,completed,busy,126
4,Gravel base layer,Gravel,0,34,completed,available,126
4,Partition phase 1,Partition,0,55,completed,available,126
4,Partition phase 2,Partition,0,51,completed,available,126
4,Partition phase 3,Partition,0,32,completed,available,126
4,Pipes in the floor,Plumbing,0,69,completed,available,126
4,Pipes in the wall,Plumbing,0,37,completed,available,126
4,Wall tiling,Tiling,0,27,completed,busy,126
5,Electric conduits in the floor,Electricity,80,51,pending,available,0
5,Electric conduits in the wall,Electricity,180,41,pending,available,0
5,Floor tiling,Tiling,720,62,pending,available,0
5,Gravel base layer,Gravel,170,34,pending,available,0
5,Partition phase 1,Partition,750,55,pending,available,0
5,Partition phase 2,Partition,20,51,pending,available,0
5,Partition phase 3,Partition,200,32,pending,available,0
5,Pipes in the floor,Plumbing,100,69,pending,available,0
5,Pipes in the wall,Plumbing,190,37,pending,available,0
5,Wall tiling,Tiling,290,27,pending,available,0
5,Electric conduits in the floor,Electricity,80,51,pending,available,1
5,Electric conduits in the wall,Electricity,180,41,pending,available,1
5,Floor tiling,Tiling,720,62,pending,available,1
5,Gravel base layer,Gravel,170,34,pending,busy,1
5,Partition phase 1,Partition,750,55,pending,busy,1
5,Partition phase 2,Partition,20,51,pending,busy,1
5,Partition phase 3,Partition,200,32,pending,busy,1
5,Pipes in the floor,Plumbing,100,69,pending,available,1
5,Pipes in the wall,Plumbing,190,37,pending,available,1
5,Wall tiling,Tiling,290,27,pending,available,1
5,Electric conduits in the floor,Electricity,80,51,pending,available,2
5,Electric conduits in the wall,Electricity,180,41,pending,available,2
5,Floor tiling,Tiling,720,62,pending,available,2
5,Gravel base layer,Gravel,170,34,pending,busy,2
5,Partition phase 1,Partition,750,55,pending,busy,2
5,Partition phase 2,Partition,20,51,pending,busy,2
5,Partition phase 3,Partition,200,32,pending,busy,2
5,Pipes in the floor,Plumbing,100,69,pending,available,2
5,Pipes in the wall,Plumbing,190,37,pending,available,2
5,Wall tiling,Tiling,290,27,pending,available,2
5,Electric conduits in the floor,Electricity,80,51,pending,available,3
5,Electric conduits in the wall,Electricity,180,41,pending,available,3
5,Floor tiling,Tiling,720,62,pending,available,3
5,Gravel base layer,Gravel,170,34,pending,busy,3
5,Partition phase 1,Partition,750,55,pending,busy,3
5,Partition phase 2,Partition,20,51,pending,busy,3
5,Partition phase 3,Partition,200,32,pending,busy,3
5,Pipes in the floor,Plumbing,100,69,pending,available,3
5,Pipes in the wall,Plumbing,190,37,pending,available,3
5,Wall tiling,Tiling,290,27,pending,available,3
5,Electric conduits in the floor,Electricity,80,51,pending,available,4
5,Electric conduits in the wall,Electricity,180,41,pending,available,4
5,Floor tiling,Tiling,720,62,pending,available,4
5,Gravel base layer,Gravel,170,34,pending,busy,4
5,Partition phase 1,Partition,750,55,pending,busy,4
5,Partition phase 2,Partition,20,51,pending,busy,4
5,Partition phase 3,Partition,200,32,pending,busy,4
5,Pipes in the floor,Plumbing,100,69,pending,available,4
5,Pipes in the wall,Plumbing,190,37,pending,available,4
5,Wall tiling,Tiling,290,27,pending,available,4
5,Electric conduits in the floor,Electricity,80,51,pending,available,5
5,Electric conduits in the wall,Electricity,180,41,pending,available,5
5,Floor tiling,Tiling,720,62,pending,available,5
5,Gravel base layer,Gravel,170,34,pending,busy,5
5,Partition phase 1,Partition,750,55,pending,busy,5
5,Partition phase 2,Partition,20,51,pending,busy,5
5,Partition phase 3,Partition,200,32,pending,busy,5
5,Pipes in the floor,Plumbing,100,69,pending,available,5
5,Pipes in the wall,Plumbing,190,37,pending,available,5
5,Wall tiling,Tiling,290,27,pending,available,5
5,Electric conduits in the floor,Electricity,80,51,pending,busy,6
5,Electric conduits in the wall,Electricity,180,41,pending,busy,6
5,Floor tiling,Tiling,720,62,pending,available,6
5,Gravel base layer,Gravel,170,34,pending,busy,6
5,Partition phase 1,Partition,750,55,pending,busy,6
5,Partition phase 2,Partition,20,51,pending,busy,6
5,Partition phase 3,Partition,200,32,pending,busy,6
5,Pipes in the floor,Plumbing,100,69,pending,busy,6
5,Pipes in the wall,Plumbing,190,37,pending,busy,6
5,Wall tiling,Tiling,290,27,pending,available,6
5,Electric conduits in the floor,Electricity,80,51,pending,busy,7
5,Electric conduits in the wall,Electricity,180,41,pending,busy,7
5,Floor tiling,Tiling,720,62,pending,available,7
5,Gravel base layer,Gravel,170,34,pending,busy,7
5,Partition phase 1,Partition,750,55,pending,busy,7
5,Partition phase 2,Partition,20,51,pending,busy,7
5,Partition phase 3,Partition,200,32,pending,busy,7
5,Pipes in the floor,Plumbing,100,69,pending,busy,7
5,Pipes in the wall,Plumbing,190,37,pending,busy,7
5,Wall tiling,Tiling,290,27,pending,available,7
5,Electric conduits in the floor,Electricity,80,51,pending,available,8
5,Electric conduits in the wall,Electricity,180,41,pending,available,8
5,Floor tiling,Tiling,720,62,pending,busy,8
5,Gravel base layer,Gravel,170,34,pending,busy,8
5,Partition phase 1,Partition,750,55,pending,busy,8
5,Partition phase 2,Partition,20,51,pending,busy,8
5,Partition phase 3,Partition,200,32,pending,busy,8
5,Pipes in the floor,Plumbing,100,69,pending,available,8
5,Pipes in the wall,Plumbing,190,37,pending,available,8
5,Wall tiling,Tiling,290,27,pending,busy,8
5,Electric conduits in the floor,Electricity,80,51,pending,available,9
5,Electric conduits in the wall,Electricity,180,41,pending,available,9
5,Floor tiling,Tiling,720,62,pending,busy,9
5,Gravel base layer,Gravel,170,34,pending,busy,9
5,Partition phase 1,Partition,750,55,pending,busy,9
5,Partition phase 2,Partition,20,51,pending,busy,9
5,Partition phase 3,Partition,200,32,pending,busy,9
5,Pipes in the floor,Plumbing,100,69,pending,available,9
5,Pipes in the wall,Plumbing,190,37,pending,available,9
5,Wall tiling,Tiling,290,27,pending,busy,9
5,Electric conduits in the floor,Electricity,80,51,pending,available,10
5,Electric conduits in the wall,Electricity,180,41,pending,available,10
5,Floor tiling,Tiling,720,62,pending,busy,10
5,Gravel base layer,Gravel,170,34,pending,busy,10
5,Partition phase 1,Partition,750,55,pending,busy,10
5,Partition phase 2,Partition,20,51,pending,busy,10
5,Partition phase 3,Partition,200,32,pending,busy,10
5,Pipes in the floor,Plumbing,100,69,pending,available,10
5,Pipes in the wall,Plumbing,190,37,pending,available,10
5,Wall tiling,Tiling,290,27,pending,busy,10
5,Electric conduits in the floor,Electricity,80,51,pending,busy,11
5,Electric conduits in the wall,Electricity,180,41,pending,busy,11
5,Floor tiling,Tiling,720,62,pending,busy,11
5,Gravel base layer,Gravel,170,34,pending,busy,11
5,Partition phase 1,Partition,750,55,pending,busy,11
5,Partition phase 2,Partition,20,51,pending,busy,11
5,Partition phase 3,Partition,200,32,pending,busy,11
5,Pipes in the floor,Plumbing,100,69,pending,busy,11
5,Pipes in the wall,Plumbing,190,37,pending,busy,11
5,Wall tiling,Tiling,290,27,pending,busy,11
5,Electric conduits in the floor,Electricity,80,51,pending,busy,12
5,Electric conduits in the wall,Electricity,180,41,pending,busy,12
5,Floor tiling,Tiling,720,62,pending,busy,12
5,Gravel base layer,Gravel,170,34,pending,busy,12
5,Partition phase 1,Partition,750,55,pending,busy,12
5,Partition phase 2,Partition,20,51,pending,busy,12
5,Partition phase 3,Partition,200,32,pending,busy,12
5,Pipes in the floor,Plumbing,100,69,pending,busy,12
5,Pipes in the wall,Plumbing,190,37,pending,busy,12
5,Wall tiling,Tiling,290,27,pending,busy,12
5,Electric conduits in the floor,Electricity,80,51,pending,available,13
5,Electric conduits in the wall,Electricity,180,41,pending,available,13
5,Floor tiling,Tiling,720,62,pending,busy,13
5,Gravel base layer,Gravel,170,34,pending,busy,13
5,Partition phase 1,Partition,750,55,pending,busy,13
5,Partition phase 2,Partition,20,51,pending,busy,13
5,Partition phase 3,Partition,200,32,pending,busy,13
5,Pipes in the floor,Plumbing,100,69,pending,available,13
5,Pipes in the wall,Plumbing,190,37,pending,available,13
5,Wall tiling,Tiling,290,27,pending,busy,13
5,Electric conduits in the floor,Electricity,80,51,pending,available,14
5,Electric conduits in the wall,Electricity,180,41,pending,available,14
5,Floor tiling,Tiling,720,62,pending,busy,14
5,Gravel base layer,Gravel,170,34,pending,busy,14
5,Partition phase 1,Partition,750,55,pending,busy,14
5,Partition phase 2,Partition,20,51,pending,busy,14
5,Partition phase 3,Partition,200,32,pending,busy,14
5,Pipes in the floor,Plumbing,100,69,pending,available,14
5,Pipes in the wall,Plumbing,190,37,pending,available,14
5,Wall tiling,Tiling,290,27,pending,busy,14
5,Electric conduits in the floor,Electricity,80,51,pending,available,15
5,Electric conduits in the wall,Electricity,180,41,pending,available,15
5,Floor tiling,Tiling,720,62,pending,busy,15
5,Gravel base layer,Gravel,170,34,pending,busy,15
5,Partition phase 1,Partition,750,55,pending,busy,15
5,Partition phase 2,Partition,20,51,pending,busy,15
5,Partition phase 3,Partition,200,32,pending,busy,15
5,Pipes in the floor,Plumbing,100,69,pending,busy,15
5,Pipes in the wall,Plumbing,190,37,pending,busy,15
5,Wall tiling,Tiling,290,27,pending,busy,15
5,Electric conduits in the floor,Electricity,80,51,pending,busy,16
5,Electric conduits in the wall,Electricity,180,41,pending,busy,16
5,Floor tiling,Tiling,720,62,pending,busy,16
5,Gravel base layer,Gravel,170,34,pending,busy,16
5,Partition phase 1,Partition,750,55,pending,busy,16
5,Partition phase 2,Partition,20,51,pending,busy,16
5,Partition phase 3,Partition,200,32,pending,busy,16
5,Pipes in the floor,Plumbing,100,69,pending,busy,16
5,Pipes in the wall,Plumbing,190,37,pending,busy,16
5,Wall tiling,Tiling,290,27,pending,busy,16
5,Electric conduits in the floor,Electricity,80,51,pending,busy,17
5,Electric conduits in the wall,Electricity,180,41,pending,busy,17
5,Floor tiling,Tiling,720,62,pending,busy,17
5,Gravel base layer,Gravel,170,34,pending,busy,17
5,Partition phase 1,Partition,750,55,pending,busy,17
5,Partition phase 2,Partition,20,51,pending,busy,17
5,Partition phase 3,Partition,200,32,pending,busy,17
5,Pipes in the floor,Plumbing,100,69,pending,busy,17
5,Pipes in the wall,Plumbing,190,37,pending,busy,17
5,Wall tiling,Tiling,290,27,pending,busy,17
5,Electric conduits in the floor,Electricity,80,51,pending,available,18
5,Electric conduits in the wall,Electricity,180,41,pending,available,18
5,Floor tiling,Tiling,720,62,pending,busy,18
5,Gravel base layer,Gravel,170,34,pending,busy,18
5,Partition phase 1,Partition,750,55,pending,busy,18
5,Partition phase 2,Partition,20,51,pending,busy,18
5,Partition phase 3,Partition,200,32,pending,busy,18
5,Pipes in the floor,Plumbing,100,69,pending,busy,18
5,Pipes in the wall,Plumbing,190,37,pending,busy,18
5,Wall tiling,Tiling,290,27,pending,busy,18
5,Electric conduits in the floor,Electricity,80,51,pending,available,19
5,Electric conduits in the wall,Electricity,180,41,pending,available,19
5,Floor tiling,Tiling,720,62,pending,busy,19
5,Gravel base layer,Gravel,170,34,pending,busy,19
5,Partition phase 1,Partition,750,55,pending,busy,19
5,Partition phase 2,Partition,20,51,pending,busy,19
5,Partition phase 3,Partition,200,32,pending,busy,19
5,Pipes in the floor,Plumbing,100,69,pending,busy,19
5,Pipes in the wall,Plumbing,190,37,pending,busy,19
5,Wall tiling,Tiling,290,27,pending,busy,19
5,Electric conduits in the floor,Electricity,80,51,pending,available,20
5,Electric conduits in the wall,Electricity,180,41,pending,available,20
5,Floor tiling,Tiling,720,62,pending,busy,20
5,Gravel base layer,Gravel,170,34,pending,busy,20
5,Partition phase 1,Partition,750,55,pending,busy,20
5,Partition phase 2,Partition,20,51,pending,busy,20
5,Partition phase 3,Partition,200,32,pending,busy,20
5,Pipes in the floor,Plumbing,100,69,pending,busy,20
5,Pipes in the wall,Plumbing,190,37,pending,busy,20
5,Wall tiling,Tiling,290,27,pending,busy,20
5,Electric conduits in the floor,Electricity,80,51,pending,busy,21
5,Electric conduits in the wall,Electricity,180,41,pending,busy,21
5,Floor tiling,Tiling,720,62,pending,busy,21
3,Wall tiling,Tiling,290,27,in_progress,busy,90
